dataset_name,test_f1_mean
llama3.3-70b_zero-shot_bg_train-time-info_v1,0.5038276561118737
llama3.3-70b_zero-shot_bg_train-time-info_v1,0.5038276561118737
llama3.3-70b_zero-shot_bg_train-time-info_v1,0.5038276561118737
llama3.1-8b_zero-shot_v1,0.5032629118541946
llama3.1-8b_zero-shot_v1,0.5032629118541946
llama3.1-8b_zero-shot_v1,0.5032629118541946
llama3.1-8b_zero-shot_v1,0.5032629118541946
llama3.1-8b_zero-shot_v1,0.5032629118541946
qwen2.5-7b_zero-shot_bg_v1,0.4998135477561506
qwen2.5-7b_zero-shot_bg_v1,0.4998135477561506
qwen2.5-7b_zero-shot_bg_v1,0.4998135477561506
qwen2.5-7b_zero-shot_bg_v1,0.4998135477561506
qwen2.5-7b_zero-shot_bg_v1,0.4998135477561506
qwen2.5-7b_few-shot_bg_v1,0.4945024532038129
qwen2.5-7b_few-shot_bg_v1,0.4945024532038129
qwen2.5-7b_few-shot_bg_v1,0.4945024532038129
qwen2.5-7b_few-shot_bg_v1,0.4945024532038129
qwen2.5-7b_few-shot_bg_v1,0.4945024532038129
qwen2.5-7b_few-shot_v1,0.4943400233617596
qwen2.5-7b_few-shot_v1,0.4943400233617596
qwen2.5-7b_few-shot_v1,0.4943400233617596
qwen2.5-7b_few-shot_v1,0.4943400233617596
qwen2.5-7b_few-shot_v1,0.4943400233617596
llama3.1-8b_few-shot_v1,0.492952506134439
llama3.1-8b_few-shot_v1,0.492952506134439
llama3.1-8b_few-shot_v1,0.492952506134439
llama3.1-8b_few-shot_v1,0.492952506134439
llama3.1-8b_few-shot_v1,0.492952506134439
qwen2.5-32b_zero-shot_bg_train-time-info_v1,0.492670011291339
qwen2.5-32b_zero-shot_bg_train-time-info_v1,0.492670011291339
qwen2.5-32b_zero-shot_bg_train-time-info_v1,0.492670011291339
qwen2.5-32b_zero-shot_bg_train-time-info_v1,0.492670011291339
qwen2.5-32b_zero-shot_bg_train-time-info_v1,0.492670011291339
qwen2.5-7b_zero-shot_bg_test-time-info_v1,0.4827027089338502
qwen2.5-7b_zero-shot_bg_test-time-info_v1,0.4827027089338502
qwen2.5-7b_zero-shot_bg_test-time-info_v1,0.4827027089338502
qwen2.5-7b_zero-shot_bg_test-time-info_v1,0.4827027089338502
qwen2.5-7b_zero-shot_bg_test-time-info_v1,0.4827027089338502
llama3.1-8b_zero-shot_bg_v1,0.4826218171590078
llama3.1-8b_zero-shot_bg_v1,0.4826218171590078
llama3.1-8b_zero-shot_bg_v1,0.4826218171590078
llama3.1-8b_zero-shot_bg_v1,0.4826218171590078
llama3.1-8b_zero-shot_bg_v1,0.4826218171590078
qwen2.5-32b_zero-shot_bg_test-time-info_v1,0.4741856220857426
qwen2.5-32b_zero-shot_bg_test-time-info_v1,0.4741856220857426
qwen2.5-32b_zero-shot_bg_test-time-info_v1,0.4741856220857426
qwen2.5-32b_zero-shot_bg_test-time-info_v1,0.4741856220857426
qwen2.5-32b_zero-shot_bg_test-time-info_v1,0.4741856220857426
qwen2.5-7b_zero-shot_v1,0.470245540199139
qwen2.5-7b_zero-shot_v1,0.470245540199139
qwen2.5-7b_zero-shot_v1,0.470245540199139
qwen2.5-7b_zero-shot_v1,0.470245540199139
qwen2.5-7b_zero-shot_v1,0.470245540199139
qwen2.5-32b_few-shot_v1,0.4477791263128046
qwen2.5-32b_few-shot_v1,0.4477791263128046
qwen2.5-32b_few-shot_v1,0.4477791263128046
qwen2.5-32b_few-shot_v1,0.4477791263128046
qwen2.5-32b_few-shot_v1,0.4477791263128046
llama3.3-70b_few-shot_v1,0.4435948886909056
llama3.3-70b_few-shot_v1,0.4435948886909056
llama3.3-70b_few-shot_v1,0.4435948886909056
llama3.3-70b_few-shot_v1,0.4435948886909056
llama3.3-70b_few-shot_v1,0.4435948886909056
qwen2.5-32b_zero-shot_v1,0.4173268375182258
qwen2.5-32b_zero-shot_v1,0.4173268375182258
qwen2.5-32b_zero-shot_v1,0.4173268375182258
qwen2.5-32b_zero-shot_v1,0.4173268375182258
qwen2.5-32b_zero-shot_v1,0.4173268375182258
llama3.3-70b_zero-shot_v1,0.4041010447243863
llama3.3-70b_zero-shot_v1,0.4041010447243863
llama3.3-70b_zero-shot_v1,0.4041010447243863
llama3.3-70b_zero-shot_v1,0.4041010447243863
llama3.3-70b_zero-shot_v1,0.4041010447243863
llama3.3-70b_few-shot_bg_v1,0.3653814511306223
llama3.3-70b_few-shot_bg_v1,0.3653814511306223
llama3.3-70b_few-shot_bg_v1,0.3653814511306223
llama3.3-70b_few-shot_bg_v1,0.3653814511306223
llama3.3-70b_few-shot_bg_v1,0.3653814511306223
llama3.3-70b_zero-shot_bg_v1,0.3282303009018227
llama3.3-70b_zero-shot_bg_v1,0.3282303009018227
llama3.3-70b_zero-shot_bg_v1,0.3282303009018227
llama3.3-70b_zero-shot_bg_v1,0.3282303009018227
llama3.3-70b_zero-shot_bg_v1,0.3282303009018227
