image_path,label,original_imagenet_label
/datasets/imagenet/validation/n04192698/ILSVRC2012_val_00038568.JPEG,shield,"shield, buckler"
/datasets/imagenet/validation/n03179701/ILSVRC2012_val_00049150.JPEG,desk,desk
/datasets/imagenet/validation/n07579787/ILSVRC2012_val_00043088.JPEG,plate,plate
/datasets/imagenet/validation/n07579787/ILSVRC2012_val_00016597.JPEG,plate,plate
/datasets/imagenet/validation/n03028079/ILSVRC2012_val_00004939.JPEG,church,"church, church building"
/datasets/imagenet/validation/n03028079/ILSVRC2012_val_00048382.JPEG,church,"church, church building"
/datasets/imagenet/validation/n03617480/ILSVRC2012_val_00002198.JPEG,kimono,kimono
/datasets/imagenet/validation/n03617480/ILSVRC2012_val_00004014.JPEG,kimono,kimono
/datasets/imagenet/validation/n07579787/ILSVRC2012_val_00036329.JPEG,plate,plate
/datasets/imagenet/validation/n07579787/ILSVRC2012_val_00017367.JPEG,plate,plate
